gene,gscore,druggable,A,B
CENPI,0.0749999999999999972,False,False,True
CENPM,0.0749999999999999972,False,False,True
CENPO,0.0749999999999999972,False,False,True
CENPS,0,False,False,True
CENPU,0,False,False,True
CENPW,0.0749999999999999972,False,False,True
CENPX,0,False,False,True
CEP120,0.149999999999999994,False,False,True
CEP126,0,False,False,True
CEP170,0.200000000000000011,False,False,True
CEP55,0.149999999999999994,False,False,True
CEP57,0.0749999999999999972,False,False,True
CEP72,0.149999999999999994,False,False,True
CEP76,0.0749999999999999972,False,False,True
CEP89,0.174999999999999989,False,False,True
CEPT1,0.0749999999999999972,False,False,True
CERCAM,0,False,False,True
CERK,0.225000000000000006,False,False,True
CERS2,0,False,False,True
CERS6,0,False,False,True
CES4A,0,False,False,True
CETP,0.331299999999999983,True,False,True
CFAP36,0,False,False,True
CFAP43,0,False,False,True
CFAP44,0,False,False,True
CFAP45,0,False,False,True
CFAP57,0,False,False,True
CFAP58,0,False,False,True
CFAP69,0,False,False,True
CFAP77,0,False,False,True
CFB,0.149999999999999994,True,False,True
CFDP1,0.0749999999999999972,False,False,True
CFL1,0.149999999999999994,True,False,True
CFLAR,0.423899999999999999,True,False,True
CGB2,0.0749999999999999972,False,False,True
CGB5,0.0749999999999999972,False,False,True
CGGBP1,0.0749999999999999972,False,False,True
CGN,0.225000000000000006,False,False,True
CGNL1,0.149999999999999994,False,False,True
CH25H,0.149999999999999994,False,False,True
CHAC1,0.0749999999999999972,False,False,True
CHAD,0.149999999999999994,False,False,True
CHADL,0.149999999999999994,False,False,True
CHAF1B,0.0749999999999999972,False,False,True
CHAMP1,0,False,False,True
CHAT,0.149999999999999994,False,False,True
CHCHD2,0.149999999999999994,False,False,True
CHCHD3,0.149999999999999994,False,False,True
CHCHD7,0.174999999999999989,False,False,True
CHD2,0.174999999999999989,False,False,True
CHD3,0.200000000000000011,False,False,True
CHD6,0.149999999999999994,False,False,True
CHD7,0.200000000000000011,False,False,True
CHEK1,0.224700000000000011,True,False,True
CHERP,0.0749999999999999972,False,False,True
CHGA,0.149999999999999994,False,False,True
CHI3L1,0.423399999999999999,False,False,True
CHI3L2,0.0749999999999999972,False,False,True
CHIA,0.0749999999999999972,False,False,True
CHIT1,0.0749999999999999972,True,False,True
CHKA,0.149999999999999994,False,False,True
CHKB,0.149999999999999994,False,False,True
CHKB-CPT1B,0.149999999999999994,False,False,True
CHML,0.149999999999999994,False,False,True
CHMP1B,0.149999999999999994,False,False,True
CHMP2A,0.0749999999999999972,False,False,True
CHMP4C,0.149999999999999994,False,False,True
CHMP6,0.149999999999999994,False,False,True
CHMP7,0.0749999999999999972,False,False,True
CHN2,0.149999999999999994,False,False,True
CHODL,0.0749999999999999972,False,False,True
CHP2,0.0749999999999999972,False,False,True
CHPF2,0.149999999999999994,False,False,True
CHRAC1,0.149999999999999994,False,False,True
CHRDL2,0.0749999999999999972,False,False,True
CHRM4,0.297599999999999976,True,False,True
CHRNA6,0.0749999999999999972,True,False,True
CHRNA7,0.149999999999999994,True,False,True
CHRNA9,0.35249999999999998,True,False,True
CHRND,0.320500000000000007,False,False,True
CHST10,0.149999999999999994,False,False,True
CHST12,0.149999999999999994,False,False,True
CHST2,0.149999999999999994,False,False,True
CHST5,0.225000000000000006,False,False,True
CHST6,0.149999999999999994,False,False,True
CHTF18,0.225000000000000006,False,False,True
CHUK,0.337600000000000011,True,False,True
CHURC1,0.0749999999999999972,False,False,True
CIAPIN1,0.0749999999999999972,False,False,True
CIART,0,False,False,True
CIDEB,0.0749999999999999972,False,False,True
CIDEC,0.0749999999999999972,False,False,True
CIITA,0.362499999999999989,False,False,True
CILP2,0.149999999999999994,False,False,True
CINP,0.0749999999999999972,False,False,True
CISH,0.0749999999999999972,False,False,True
CIT,0.0749999999999999972,False,False,True
CITED1,0.149999999999999994,False,False,True
CITED2,0.0749999999999999972,False,False,True
CIZ1,0.149999999999999994,False,False,True
CKAP2,0.149999999999999994,False,False,True
CKAP2L,0.0749999999999999972,False,False,True
CKB,0.149999999999999994,True,False,True
CKLF,0.149999999999999994,False,False,True
CKS1B,0.149999999999999994,False,False,True
CLCC1,0.0749999999999999972,False,False,True
CLDN10,0.149999999999999994,False,False,True
CLDN11,0.0749999999999999972,False,False,True
CLDN15,0.149999999999999994,False,False,True
CLDN16,0.149999999999999994,False,False,True
CLDN19,0.0749999999999999972,False,False,True
CLDN2,0.0749999999999999972,False,False,True
CLDN5,0.0749999999999999972,False,False,True
CLDN6,0.0749999999999999972,False,False,True
CLDN8,0.149999999999999994,False,False,True
CLDND1,0.0749999999999999972,False,False,True
CLEC10A,0.0749999999999999972,False,False,True
CLEC12A,0.0749999999999999972,False,False,True
CLEC12A-AS1,0,False,False,True
CLEC14A,0.149999999999999994,False,False,True
CLEC18C,0.0749999999999999972,False,False,True
CLEC1A,0.0749999999999999972,False,False,True
CLEC2D,0.0749999999999999972,False,False,True
CLEC4D,0.0749999999999999972,False,False,True
CLEC4F,0,False,False,True
CLEC4G,0.149999999999999994,False,False,True
CLEC6A,0,False,False,True
CLEC9A,0.0749999999999999972,False,False,True
CLECL1,0.0749999999999999972,False,False,True
CLHC1,0,False,False,True
CLIC1,0.0749999999999999972,False,False,True
CLIP2,0.149999999999999994,False,False,True
CLIP3,0.0749999999999999972,False,False,True
CLK1,0.460699999999999998,True,False,True
CLK2,0.357499999999999984,False,False,True
CLK4,0.149999999999999994,False,False,True
CLN3,0.0749999999999999972,False,False,True
CLNK,0.0749999999999999972,False,False,True
CLNS1A,0.149999999999999994,False,False,True
CLPB,0.149999999999999994,False,False,True
CLPS,0.0749999999999999972,False,False,True
CLPTM1L,0.149999999999999994,False,False,True
CLPX,0.0749999999999999972,False,False,True
CLRN2,0.0749999999999999972,False,False,True
CLSPN,0.0749999999999999972,False,False,True
CLTA,0.149999999999999994,False,False,True
CLTB,0.0749999999999999972,False,False,True
CLTCL1,0.275000000000000022,False,False,True
CLUH,0,False,False,True
CMAS,0.0749999999999999972,False,False,True
CMC1,0.149999999999999994,False,False,True
CMC2,0,False,False,True
CMIP,0.149999999999999994,False,False,True
CMKLR1,0.0749999999999999972,False,False,True
CMTM3,0.149999999999999994,False,False,True
CMTM5,0.149999999999999994,False,False,True
CMTM6,0.0749999999999999972,False,False,True
CNDP1,0.149999999999999994,False,False,True
CNGA4,0.0749999999999999972,False,False,True
CNIH1,0,False,False,True
CNIH2,0.0749999999999999972,False,False,True
CNMD,0,False,False,True
CNNM1,0.225000000000000006,False,False,True
CNNM2,0.149999999999999994,False,False,True
CNNM3,0.149999999999999994,False,False,True
CNOT2,0.0749999999999999972,False,False,True
CNOT6,0.149999999999999994,False,False,True
CNOT6L,0.0749999999999999972,False,False,True
CNOT7,0.225000000000000006,False,False,True
CNP,0.149999999999999994,False,False,True
CNPY2,0,False,False,True
CNPY4,0.149999999999999994,False,False,True
CNRIP1,0.0749999999999999972,False,False,True
CNTD1,0.0749999999999999972,False,False,True
CNTD2,0.0749999999999999972,False,False,True
CNTF,0.0749999999999999972,False,False,True
CNTLN,0.149999999999999994,False,False,True
CNTN1,0.38919999999999999,False,False,True
CNTN2,0.225000000000000006,False,False,True
CNTN3,0.0749999999999999972,False,False,True
CNTNAP1,0.149999999999999994,False,False,True
CNTROB,0.0749999999999999972,False,False,True
COA4,0,False,False,True
COA5,0,False,False,True
COA6,0,False,False,True
COA7,0,False,False,True
COBLL1,0.125,False,False,True
COCH,0.149999999999999994,False,False,True
COG2,0.149999999999999994,False,False,True
COG6,0.149999999999999994,False,False,True
COG8,0.149999999999999994,False,False,True
COL12A1,0.0749999999999999972,False,False,True
COL13A1,0.149999999999999994,False,False,True
COL14A1,0.391799999999999982,False,True,True
COL17A1,0.0749999999999999972,False,False,True
COL18A1,0.25,False,False,True
COL1A2,0.396500000000000019,True,False,True
COL22A1,0.149999999999999994,False,False,True
COL23A1,0.149999999999999994,False,False,True
COL25A1,0.0749999999999999972,False,False,True
COL27A1,0.149999999999999994,False,False,True
COL4A1,0.0749999999999999972,False,False,True
COL5A1,0.275000000000000022,False,False,True
COL8A1,0.149999999999999994,False,False,True
COL9A3,0.149999999999999994,False,False,True
COLCA2,0,False,False,True
COMMD10,0.149999999999999994,False,False,True
COMMD3,0.0749999999999999972,False,False,True
COMMD5,0.0749999999999999972,False,False,True
COMMD6,0.0749999999999999972,False,False,True
COMMD8,0.0749999999999999972,False,False,True
COMT,0.408200000000000007,True,False,True
COPA,0.225000000000000006,False,False,True
COPB1,0.0749999999999999972,False,False,True
COPB2,0.149999999999999994,False,False,True
COPE,0.149999999999999994,False,False,True
COPG1,0,False,False,True
COPG2,0.149999999999999994,False,False,True
COPS5,0.180199999999999999,False,False,True
COPS6,0.149999999999999994,False,False,True
COPS7A,0.149999999999999994,False,False,True
COPS7B,0.0749999999999999972,False,False,True
COPS8,0.149999999999999994,False,False,True
COPS9,0,False,False,True
COPZ1,0.149999999999999994,False,False,True
COQ10B,0.0749999999999999972,False,False,True
COQ2,0.149999999999999994,False,False,True
COQ3,0.0749999999999999972,False,False,True
COQ6,0.0749999999999999972,False,False,True
COQ7,0.149999999999999994,False,False,True
COQ9,0.0749999999999999972,False,False,True
CORIN,0.149999999999999994,False,False,True
CORO1A,0.0749999999999999972,False,False,True
CORO1B,0.149999999999999994,False,False,True
CORO2A,0.149999999999999994,False,True,True
CORO6,0.149999999999999994,False,False,True
COX11,0.225000000000000006,False,False,True
COX14,0,False,False,True
COX15,0.149999999999999994,False,False,True
COX17,0.149999999999999994,False,False,True
COX18,0.0749999999999999972,False,False,True
COX20,0,False,False,True
COX5A,0.333399999999999974,True,False,True
COX6A1,0.0749999999999999972,False,False,True
COX6B1,0.26319999999999999,True,False,True
COX6B2,0.0749999999999999972,False,False,True
COX7A2,0.0749999999999999972,False,False,True
COX7B,0.321199999999999986,True,False,True
CPAMD8,0.319099999999999995,False,True,True
CPB1,0.368499999999999994,True,False,True
CPB2,0.0749999999999999972,True,False,True
CPD,0.381699999999999984,True,False,True
CPEB1,0.0749999999999999972,False,False,True
CPEB2,0.149999999999999994,False,False,True
CPEB4,0.149999999999999994,False,False,True
CPNE3,0.149999999999999994,False,False,True
CPNE5,0.0749999999999999972,False,False,True
CPNE6,0.149999999999999994,False,False,True
CPNE8,0.0749999999999999972,False,False,True
CPNE9,0.149999999999999994,False,False,True
CPOX,0.149999999999999994,False,False,True
CPSF2,0.0749999999999999972,False,False,True
CPSF7,0.0749999999999999972,False,False,True
CPT1A,0.353499999999999981,True,False,True
CPT1B,0.225000000000000006,True,False,True
CPT2,0.323900000000000021,True,False,True
CPVL,0.149999999999999994,False,False,True
CPZ,0.225000000000000006,False,False,True
CR1L,0.0749999999999999972,False,False,True
CRABP1,0.0749999999999999972,False,False,True
CRABP2,0.149999999999999994,False,False,True
CRB2,0.0749999999999999972,False,False,True
CRB3,0.0749999999999999972,False,False,True
CREB1,0.349999999999999978,True,False,True
CREB3,0,False,False,True
CREB5,0.149999999999999994,False,False,True
CREBBP,0.424999999999999989,True,False,True
CREBL2,0.0749999999999999972,False,False,True
CREBZF,0.0749999999999999972,False,False,True
CRH,0.315800000000000025,True,False,True
CRHBP,0.149999999999999994,False,False,True
CRIM1,0.149999999999999994,False,False,True
CRIPT,0.0749999999999999972,False,False,True
CRISPLD1,0.0749999999999999972,False,False,True
CRK,0.149999999999999994,False,False,True
CRKL,0.2626,False,False,True
CRLF2,0.174999999999999989,False,True,True
CRMP1,0.0749999999999999972,False,False,True
CRTAC1,0.225000000000000006,False,False,True
CRTAM,0.0749999999999999972,False,False,True
CRTAP,0.0749999999999999972,False,False,True
CRTC1,0.275000000000000022,True,True,True
CRTC2,0.149999999999999994,True,False,True
CRTC3,0.275000000000000022,False,False,True
CRX,0.149999999999999994,False,False,True
CRYBA1,0.0749999999999999972,False,False,True
CRYBB3,0.149999999999999994,False,False,True
CRYGA,0.0749999999999999972,False,False,True
CRYGB,0.149999999999999994,False,False,True
CRYGN,0.0749999999999999972,False,False,True
CRYGS,0.149999999999999994,False,False,True
CRYZ,0.260599999999999998,True,False,True
CS,0.0749999999999999972,True,False,True
CSF2RB,0.404600000000000015,True,False,True
CSGALNACT1,0.149999999999999994,False,False,True
CSH2,0.149999999999999994,False,False,True
CSMD1,0.225000000000000006,False,True,True
CSNK1A1,0.454199999999999993,False,False,True
CSNK1D,0.440599999999999992,False,False,True
CSNK1G2,0.245900000000000007,True,False,True
CSNK2A2,0.291899999999999993,True,False,True
CSNK2A3,0,False,False,True
CSPG4,0.0749999999999999972,False,False,True
CSPP1,0.149999999999999994,False,False,True
CSRNP3,0.0749999999999999972,False,False,True
CSRP2,0.0749999999999999972,False,False,True
CST3,0.149999999999999994,False,False,True
CST6,0.149999999999999994,False,False,True
CST9L,0.149999999999999994,False,False,True
CSTA,0.149999999999999994,False,False,True
CSTB,0.0749999999999999972,False,False,True
CSTF2,0.0749999999999999972,False,False,True
CSTF2T,0.149999999999999994,False,False,True
CT62,0.0749999999999999972,False,False,True
CTAGE15,0,False,False,True
CTCF,0.525000000000000022,False,False,True
CTIF,0,False,False,True
CTLA4,0.32240000000000002,True,False,True
CTNNA2,0.149999999999999994,False,False,True
CTNNA3,0.149999999999999994,False,True,True
CTNNAL1,0.0749999999999999972,False,False,True
CTNNB1,0.680400000000000005,True,True,True
CTNNBL1,0.149999999999999994,False,False,True
CTNND1,0.25,False,False,True
CTNND2,0.225000000000000006,False,True,True
CTPS1,0,True,False,True
CTPS2,0.0749999999999999972,False,False,True
CTR9,0.225000000000000006,False,False,True
CTRB2,0.149999999999999994,False,False,True
CTSA,0.225000000000000006,False,False,True
CTSB,0.418399999999999994,True,False,True
CTSC,0.149999999999999994,False,False,True
CTSD,0.275700000000000001,True,False,True
CTSF,0.367300000000000015,True,False,True
CTSK,0.149999999999999994,True,False,True
CTSL3P,0,False,False,True
CTSZ,0.0749999999999999972,False,False,True
CTTN,0.408499999999999974,False,False,True
CTXN1,0.0749999999999999972,False,False,True
CUBN,0.403000000000000025,True,False,True
CUL4B,0.125,False,True,True
CUL5,0.0749999999999999972,False,False,True
CUL7,0.149999999999999994,False,False,True
CUL9,0.0749999999999999972,False,False,True
CWC22,0.0749999999999999972,False,False,True
CWH43,0.0749999999999999972,False,False,True
CXADR,0.0749999999999999972,False,False,True
CXCL12,0.149999999999999994,True,False,True
CXCL14,0.225000000000000006,False,False,True
CXCL16,0.225000000000000006,False,False,True
CXCL17,0.0749999999999999972,False,False,True
CXCL2,0.373599999999999988,False,False,True
CXCR2,0.291300000000000003,True,False,True
CXCR4,0.174999999999999989,True,False,True
CXorf57,0.0749999999999999972,False,False,True
CXorf58,0.0749999999999999972,False,False,True
CXorf66,0.0749999999999999972,False,False,True
CXXC1,0.149999999999999994,False,False,True
CYB561,0.149999999999999994,False,False,True
CYB561A3,0,False,False,True
CYB561D2,0.149999999999999994,False,False,True
CYB5A,0.406999999999999973,False,False,True
CYB5B,0.284200000000000008,False,False,True
CYB5D1,0.0749999999999999972,False,False,True
CYB5R3,0.221000000000000002,True,False,True
CYBRD1,0.0749999999999999972,False,False,True
CYC1,0.479899999999999993,True,False,True
CYCS,0.233899999999999997,True,False,True
CYFIP1,0.149999999999999994,False,False,True
CYGB,0.255000000000000004,False,False,True
CYHR1,0.149999999999999994,False,False,True
CYP19A1,0.38650000000000001,True,False,True
CYP1B1-AS1,0,False,False,True
CYP21A2,0.0749999999999999972,True,False,True
CYP24A1,0.359099999999999975,True,False,True
CYP26A1,0.327900000000000025,True,False,True
CYP27B1,0.149999999999999994,True,False,True
CYP2A13,0.0749999999999999972,False,False,True
CYP2S1,0.0749999999999999972,False,False,True
CYP2U1,0.0749999999999999972,False,False,True
CYP2W1,0.149999999999999994,False,False,True
CYP3A43,0.0749999999999999972,False,False,True
CYP4F2,0.270500000000000018,False,False,True
CYP4F22,0.225000000000000006,False,False,True
CYP4V2,0.149999999999999994,False,True,True
CYP8B1,0.0749999999999999972,False,False,True
CYS1,0.0749999999999999972,False,False,True
CYTH1,0.0749999999999999972,False,False,True
CYTH3,0.149999999999999994,True,False,True
CYTH4,0.0749999999999999972,False,False,True
D2HGDH,0.149999999999999994,False,False,True
DAAM2,0.149999999999999994,False,False,True
DAB2,0.149999999999999994,False,False,True
DACH1,0.149999999999999994,False,False,True
DACT3,0.0749999999999999972,False,False,True
DAD1,0.0749999999999999972,False,False,True
DAGLB,0.149999999999999994,False,False,True
DALRD3,0.0749999999999999972,False,False,True
DAO,0.347999999999999976,True,False,True
DAP,0.149999999999999994,False,False,True
DAP3,0.149999999999999994,False,False,True
DAPK2,0.0749999999999999972,False,False,True
DARS2,0.149999999999999994,True,False,True
DAZL,0.149999999999999994,False,False,True
DBF4,0.149999999999999994,False,False,True
DBF4B,0.0749999999999999972,False,False,True
DBI,0.249599999999999989,True,False,True
DBNDD1,0.225000000000000006,False,False,True
DBNL,0.149999999999999994,False,False,True
DBP,0.0749999999999999972,False,False,True
DBR1,0.0749999999999999972,False,False,True
DBT,0.0749999999999999972,False,False,True
DCAF10,0.0749999999999999972,False,False,True
DCAF15,0.149999999999999994,False,False,True
DCAF17,0.0749999999999999972,False,False,True
DCAF4,0.0749999999999999972,False,False,True
DCAF4L2,0.149999999999999994,False,False,True
DCAF5,0.225000000000000006,False,False,True
DCAF6,0.149999999999999994,False,False,True
DCAF8,0.149999999999999994,False,False,True
DCAKD,0.0749999999999999972,False,False,True
DCANP1,0,False,False,True
DCD,0.0749999999999999972,False,False,True
DCDC2,0.0749999999999999972,False,False,True
DCDC2B,0.0749999999999999972,False,False,True
DCHS2,0.149999999999999994,False,False,True
DCLK1,0.497099999999999986,False,False,True
DCLK2,0.343899999999999983,False,False,True
DCLRE1A,0.149999999999999994,False,False,True
DCLRE1B,0.0749999999999999972,False,False,True
DCST1,0.225000000000000006,False,False,True
DCST2,0.0749999999999999972,False,False,True
DCSTAMP,0,False,False,True
DCTN4,0.149999999999999994,False,False,True
DCUN1D1,0.149999999999999994,False,False,True
DCUN1D3,0.0749999999999999972,False,False,True
DCUN1D5,0.0749999999999999972,False,False,True
DCXR,0.324500000000000011,True,False,True
DDI1,0.0749999999999999972,False,False,True
DDI2,0.149999999999999994,False,False,True
DDIAS,0,False,False,True
DDIT3,0.325000000000000011,False,False,True
DDR1,0.334299999999999986,True,False,True
DDR2,0.305400000000000005,True,False,True
DDRGK1,0.0749999999999999972,False,False,True
DDX1,0.380099999999999993,False,True,True
DDX10,0.25,False,False,True
DDX17,0.149999999999999994,False,False,True
DDX19A,0.149999999999999994,False,False,True
DDX21,0.149999999999999994,False,False,True
DDX23,0.0749999999999999972,False,False,True
DDX27,0.225000000000000006,False,False,True
DDX31,0.149999999999999994,False,False,True
DDX39A,0,False,False,True
DDX4,0.0749999999999999972,False,False,True
DDX41,0.0749999999999999972,False,False,True
DDX43,0.0749999999999999972,False,False,True
DDX49,0.149999999999999994,False,False,True
DDX5,0.400000000000000022,False,False,True
DDX50,0.225000000000000006,False,False,True
DDX56,0.149999999999999994,False,False,True
DDX58,0.0749999999999999972,False,False,True
DDX59,0.0749999999999999972,False,False,True
DDX6,0.444099999999999995,False,False,True
DEFA5,0.149999999999999994,False,False,True
DEFA6,0.149999999999999994,False,False,True
DEFB107B,0,False,False,True
DEFB115,0.0749999999999999972,False,False,True
DEFB116,0.0749999999999999972,False,False,True
DEFB118,0.0749999999999999972,False,False,True
DEFB119,0.0749999999999999972,False,False,True
DEFB126,0.0749999999999999972,False,False,True
DEFB135,0.0749999999999999972,False,False,True
DEFB4A,0.0749999999999999972,False,False,True
DEK,0.429499999999999993,False,True,True
DENND2A,0.149999999999999994,False,False,True
DENND2C,0,False,False,True
DENND3,0.149999999999999994,False,False,True
DENND4A,0.0749999999999999972,False,False,True
DENND4B,0.149999999999999994,False,False,True
DENND4C,0.149999999999999994,False,False,True
DENND6B,0,False,False,True
DENR,0.0749999999999999972,False,False,True
DEPDC1,0.0749999999999999972,False,False,True
DEPDC1B,0.0749999999999999972,False,False,True
DEPDC7,0.149999999999999994,False,False,True
DEPTOR,0,True,True,True
DERL1,0.149999999999999994,False,False,True
DERL2,0.149999999999999994,False,False,True
DESI1,0,False,False,True
DEXI,0.0749999999999999972,False,False,True
DFFB,0.225000000000000006,False,False,True
DGCR6,0.149999999999999994,False,False,True
DGCR6L,0.149999999999999994,False,False,True
DGCR8,0.0749999999999999972,False,False,True
DGKA,0.364300000000000013,True,False,True
DGKE,0.0749999999999999972,False,False,True
DGKG,0.39800000000000002,True,False,True
DGKZ,0.0749999999999999972,False,False,True
DGUOK,0.0749999999999999972,False,False,True
DHH,0.0749999999999999972,False,False,True
DHODH,0.337799999999999989,True,False,True
DHRS1,0.149999999999999994,False,False,True
DHRS11,0.266199999999999992,True,False,True
DHRS3,0.149999999999999994,True,False,True
DHRS4,0.0749999999999999972,True,False,True
DHRS7B,0.149999999999999994,False,False,True
DHRS7C,0.0749999999999999972,False,False,True
DHX16,0.149999999999999994,False,False,True
DHX30,0.0749999999999999972,False,False,True
DHX35,0.149999999999999994,False,False,True
DHX37,0.149999999999999994,False,True,True
DHX38,0.149999999999999994,False,False,True
DHX40,0.225000000000000006,False,False,True
DHX57,0.149999999999999994,False,False,True
DHX8,0.149999999999999994,False,False,True
DHX9,0.325000000000000011,False,False,True
DIABLO,0.0749999999999999972,False,False,True
DIAPH1,0.200000000000000011,False,False,True
DIAPH2,0.225000000000000006,False,True,True
DIAPH3,0.149999999999999994,False,False,True
DIO3,0.149999999999999994,False,False,True
DIP2B,0,False,False,True
DIRAS2,0.0749999999999999972,False,False,True
DIRAS3,0.0749999999999999972,False,False,True
DIS3L,0.0749999999999999972,False,False,True
DIS3L2,0.125,False,False,True
DISP1,0.149999999999999994,False,False,True
DKK1,0.0749999999999999972,True,False,True
DKK4,0.0749999999999999972,False,False,True
DLAT,0.371199999999999974,True,False,True
DLD,0.474999999999999978,True,False,True
DLG3,0.0749999999999999972,False,False,True
DLG4,0.314900000000000013,True,False,True
DLG5,0.0749999999999999972,False,False,True
DLGAP1,0.149999999999999994,False,False,True
DLGAP2,0.149999999999999994,False,False,True
DLGAP5,0.0749999999999999972,False,False,True
DLK1,0.149999999999999994,False,False,True
DLK2,0.0749999999999999972,False,False,True
DLL1,0.149999999999999994,False,False,True
DLL4,0.372699999999999976,True,False,True
DLST,0.149999999999999994,False,False,True
DLX1,0.149999999999999994,False,False,True
DLX3,0.149999999999999994,False,False,True
DLX5,0.149999999999999994,False,False,True
DLX6,0.225000000000000006,False,False,True
DMAC1,0,False,False,True
DMC1,0.149999999999999994,False,False,True
DMKN,0.0749999999999999972,False,False,True
DMPK,0.149999999999999994,True,False,True
DMWD,0.149999999999999994,False,False,True
DMXL1,0.149999999999999994,False,False,True
DMXL2,0.149999999999999994,False,False,True
DNA2,0.0749999999999999972,False,False,True
DNAAF4,0,False,False,True
DNAAF5,0,False,False,True
DNAH1,0.149999999999999994,False,False,True
DNAH10,0.0749999999999999972,False,True,True
DNAH5,0.225000000000000006,False,False,True
DNAH7,0.0749999999999999972,False,False,True
DNAJB11,0.0749999999999999972,False,False,True
DNAJB14,0.0749999999999999972,False,False,True
DNAJB9,0.149999999999999994,False,False,True
DNAJC10,0.149999999999999994,False,False,True
DNAJC13,0.149999999999999994,False,False,True
DNAJC14,0.149999999999999994,False,False,True
DNAJC15,0.149999999999999994,False,False,True
DNAJC19,0.0749999999999999972,False,False,True
DNAJC21,0.0749999999999999972,False,False,True
DNAJC3,0.149999999999999994,False,False,True
DNAJC5G,0.0749999999999999972,False,False,True
DNAJC6,0.149999999999999994,False,False,True
DNAJC7,0.149999999999999994,False,False,True
DNAJC9,0,False,False,True
DNASE2,0.149999999999999994,False,False,True
DND1,0.149999999999999994,False,False,True
DNHD1,0.0749999999999999972,False,True,True
DNM1,0.149999999999999994,False,False,True
DNM1L,0.0749999999999999972,False,False,True
DNM2,0.25,False,False,True
DNM3,0.200000000000000011,False,False,True
DNMBP,0.149999999999999994,False,False,True
DOC2B,0.149999999999999994,False,False,True
DOCK10,0.0749999999999999972,False,True,True
DOCK11,0.149999999999999994,False,False,True
DOCK5,0.149999999999999994,False,False,True
DOCK6,0.149999999999999994,False,False,True
DOCK7,0.149999999999999994,False,False,True
DOK2,0.0749999999999999972,False,False,True
DOK4,0.149999999999999994,False,False,True
DOLPP1,0.149999999999999994,False,False,True
DPEP1,0.0749999999999999972,True,False,True
DPEP3,0.149999999999999994,False,False,True
DPF1,0.149999999999999994,False,False,True
DPH1,0.0749999999999999972,False,False,True
DPH2,0.0749999999999999972,False,False,True
DPH6,0,False,False,True
DPH7,0,False,False,True
DPM2,0.149999999999999994,False,False,True
DPP8,0.149999999999999994,False,False,True
DPPA2,0.149999999999999994,False,False,True
DPPA5,0.0749999999999999972,False,False,True
DPRX,0.0749999999999999972,False,False,True
DPY19L1P1,0,False,False,True
DPY19L2P1,0.0749999999999999972,False,False,True
DPY19L4,0.149999999999999994,False,False,True
DPY30,0.0749999999999999972,False,False,True
DPYD,0.317900000000000016,True,False,True
DPYSL5,0.225000000000000006,False,False,True
DRAM1,0,False,False,True
DRAXIN,0,False,False,True
DRD3,0.33610000000000001,True,False,True
DRGX,0.149999999999999994,False,False,True
DROSHA,0.100000000000000006,False,False,True
DSC2,0.149999999999999994,False,True,True
DSC3,0.0749999999999999972,False,False,True
DSCAML1,0.0749999999999999972,False,False,True
DSCC1,0.149999999999999994,False,False,True
DSCR3,0.0749999999999999972,False,False,True
DSCR9,0.0749999999999999972,False,False,True
DSE,0.149999999999999994,False,False,True
DSG2,0.149999999999999994,False,False,True
DSP,0.149999999999999994,False,False,True
DSTYK,0.395699999999999996,False,False,True
DTD1,0.149999999999999994,False,False,True
DTD2,0,False,False,True
DTHD1,0.149999999999999994,False,False,True
DTL,0.149999999999999994,False,False,True
DTNBP1,0.264000000000000012,False,False,True
DTWD2,0.149999999999999994,False,False,True
DUOX2,0.225000000000000006,False,True,True
DUOXA2,0.149999999999999994,False,False,True
DUS2,0,False,False,True
DUS4L,0.149999999999999994,False,False,True
DUSP1,0.149999999999999994,False,False,True
DUSP10,0.149999999999999994,False,False,True
DUSP11,0.0749999999999999972,False,False,True
DUSP16,0.0749999999999999972,False,False,True
DUSP19,0.0749999999999999972,False,False,True
DUSP22,0.149999999999999994,False,True,True
DUSP23,0.0749999999999999972,True,False,True
DUSP26,0.225000000000000006,False,False,True
DUSP27,0.0749999999999999972,False,False,True
DUSP3,0.0749999999999999972,False,False,True
DUSP4,0.149999999999999994,False,False,True
DUSP5,0.0749999999999999972,False,False,True
DUSP8,0.149999999999999994,False,False,True
DUSP9,0.149999999999999994,False,False,True
DUT,0.149999999999999994,True,False,True
DUXA,0.0749999999999999972,False,False,True
DVL1,0.457100000000000006,False,False,True
DVL3,0.149999999999999994,False,False,True
DXO,0,False,False,True
DYDC1,0.149999999999999994,False,False,True
DYM,0.0749999999999999972,False,False,True
DYNC1I2,0.0749999999999999972,False,False,True
DYNC1LI1,0.149999999999999994,False,False,True
DYNC1LI2,0.149999999999999994,False,False,True
DYNC2H1,0.0749999999999999972,False,False,True
DYNC2LI1,0.0749999999999999972,False,False,True
DYNLL2,0.149999999999999994,False,False,True
DYNLRB2,0.0749999999999999972,False,False,True
DYNLT3,0.0749999999999999972,False,False,True
DYRK1B,0.389699999999999991,False,False,True
DYRK2,0.47320000000000001,False,False,True
DYRK4,0.28670000000000001,False,False,True
DZIP1,0.149999999999999994,False,False,True
E2F1,0.467000000000000026,False,False,True
E2F3,0.149999999999999994,False,False,True
E2F4,0.225000000000000006,False,False,True
EAF1,0.0749999999999999972,False,False,True
EAF2,0.0749999999999999972,False,False,True
EAPP,0.149999999999999994,False,False,True
EARS2,0.149999999999999994,True,False,True
